experiment,dataset,domain,condition,method,target_dim,seed,elapsed_seconds,distance_rank_correlation,knn_overlap,cosine_similarity_correlation,estimated_flops,reconstruction_mse,relative_squared_error,downstream_accuracy
text_bow,twenty_newsgroups_reproduction,text,text,rp,10,24530,0.014421,0.14761089651731119,0.03899999999999999,0.07198141383104179,112000000.0,0.09566064924001694,496.4778747558594,0.35044642857142855
text_bow,twenty_newsgroups_reproduction,text,text,rp,25,24530,0.017206,0.23154601859662613,0.16814285714285715,0.14866690311379013,280000000.0,0.037979353219270706,197.11248779296875,0.39285714285714285
text_bow,twenty_newsgroups_reproduction,text,text,rp,50,24530,0.018044,0.2768272149306799,0.6081428571428572,0.1560505335112868,560000000.0,0.019159754738211632,99.43894958496094,0.4642857142857143
text_bow,twenty_newsgroups_reproduction,text,text,rp,100,24530,0.023453,0.2908795821391566,0.49214285714285716,0.3414288084787573,1120000000.0,0.009604273363947868,49.84608840942383,0.5691964285714286
text_bow,twenty_newsgroups_reproduction,text,text,rp,200,24530,0.03645,0.34581759728326283,0.45285714285714285,0.3429468452182008,2240000000.0,0.004797765519469976,24.900358200073242,0.6339285714285714
text_bow,twenty_newsgroups_reproduction,text,text,rp,400,24530,0.060374,0.3609786532649014,0.4442857142857143,0.4638417298553097,4480000000.0,0.0024185164365917444,12.552077293395996,0.7008928571428571
text_bow,twenty_newsgroups_reproduction,text,text,rp,700,24530,0.096353,0.4409917099557259,0.517,0.6308047340118498,7840000000.0,0.0013781222514808178,7.15244197845459,0.8035714285714286
text_bow,twenty_newsgroups_reproduction,text,text,srp,10,24530,0.029386,0.08990155561651796,0.038142857142857145,0.10226588245008969,112000000.0,0.09510890394449234,493.6143493652344,0.35267857142857145
text_bow,twenty_newsgroups_reproduction,text,text,srp,25,24530,0.027694,0.15824270593661424,0.08800000000000001,0.12683955463029234,280000000.0,0.040459491312503815,209.98439025878906,0.4107142857142857
text_bow,twenty_newsgroups_reproduction,text,text,srp,50,24530,0.030938,0.1989132236325056,0.3261428571428571,0.19651791880649494,560000000.0,0.019328806549310684,100.31632232666016,0.46875
text_bow,twenty_newsgroups_reproduction,text,text,srp,100,24530,0.035179,0.20729050290336468,0.4838571428571428,0.2533718969826793,1120000000.0,0.009880384430289268,51.27910232543945,0.5446428571428571
text_bow,twenty_newsgroups_reproduction,text,text,srp,200,24530,0.046118,0.2644437972059893,0.5455714285714285,0.39475338739892923,2240000000.0,0.004794385749846697,24.8828182220459,0.6316964285714286
text_bow,twenty_newsgroups_reproduction,text,text,srp,400,24530,0.078338,0.3178302660768539,0.45957142857142863,0.527569806834977,4480000000.0,0.0024787052534520626,12.864458084106445,0.6785714285714286
text_bow,twenty_newsgroups_reproduction,text,text,srp,700,24530,0.099053,0.36285364582211915,0.5630000000000001,0.6325374132700592,7840000000.0,0.00137896032538265,7.1567912101745605,0.7901785714285714
text_bow,twenty_newsgroups_reproduction,text,text,pca,10,24530,0.065904,0.023650770996901303,0.03942857142857143,0.3041036087554566,112000000.0,0.00018029968487098813,0.9357537031173706,0.859375
text_bow,twenty_newsgroups_reproduction,text,text,pca,25,24530,0.080223,0.07045678940792448,0.08828571428571429,0.40474546941586076,280000000.0,0.00017314826254732907,0.8986378908157349,0.8995535714285714
text_bow,twenty_newsgroups_reproduction,text,text,pca,50,24530,0.097932,0.12429552267991625,0.1687142857142857,0.48403985212770106,560000000.0,0.0001635495136724785,0.8488204479217529,0.8571428571428571
text_bow,twenty_newsgroups_reproduction,text,text,pca,100,24530,0.137957,0.15888108594431494,0.194,0.5692202900922715,1120000000.0,0.0001478778722230345,0.7674847841262817,0.8816964285714286
text_bow,twenty_newsgroups_reproduction,text,text,pca,200,24530,0.23758,0.242635003029412,0.47057142857142853,0.6146955545503743,2240000000.0,0.00012380741827655584,0.6425593495368958,0.890625
text_bow,twenty_newsgroups_reproduction,text,text,pca,400,24530,0.329621,0.3581405889766356,0.44728571428571434,0.7164730280261994,4480000000.0,9.021099685924128e-05,0.46819424629211426,0.8928571428571429
text_bow,twenty_newsgroups_reproduction,text,text,pca,700,24530,0.752268,0.4789891296531082,0.5237142857142857,0.5628363615512599,7840000000.0,5.5353470088448375e-05,0.2872839868068695,0.8950892857142857
text_bow,twenty_newsgroups_reproduction,text,text,dct,10,24530,0.052193,-0.09337038755686922,0.022285714285714284,0.25465463109618136,145600000.0,0.00019100416102446616,0.9913098216056824,0.37723214285714285
text_bow,twenty_newsgroups_reproduction,text,text,dct,25,24530,0.0526,0.005321478117858794,0.04171428571428571,0.305794096699356,145600000.0,0.0001903191296150908,0.9877545237541199,0.43526785714285715
text_bow,twenty_newsgroups_reproduction,text,text,dct,50,24530,0.052461,0.09963123140715145,0.12642857142857142,0.3256714385164892,145600000.0,0.00018923352763522416,0.9821202754974365,0.5334821428571429
text_bow,twenty_newsgroups_reproduction,text,text,dct,100,24530,0.052947,0.1562510186927474,0.33214285714285713,0.39052579985300134,145600000.0,0.0001871556742116809,0.9713362455368042,0.6227678571428571
text_bow,twenty_newsgroups_reproduction,text,text,dct,200,24530,0.05363,0.1782450308049749,0.38128571428571423,0.49098673694868056,145600000.0,0.00018300632655154914,0.9498011469841003,0.6986607142857143
text_bow,twenty_newsgroups_reproduction,text,text,dct,400,24530,0.054235,0.20139245110176995,0.6535714285714286,0.550139489210876,145600000.0,0.00017482512339483947,0.9073407649993896,0.7901785714285714
text_bow,twenty_newsgroups_reproduction,text,text,dct,700,24530,0.054621,0.2778355235382133,0.656142857142857,0.6618219740919792,145600000.0,0.00016281729040201753,0.8450202345848083,0.8035714285714286
text_bow,twenty_newsgroups_reproduction,text,text,rp,10,24531,0.014784,0.15692873124554568,0.03785714285714286,0.07588547260354694,112000000.0,0.09777715057134628,507.4625244140625,0.31919642857142855
text_bow,twenty_newsgroups_reproduction,text,text,rp,25,24531,0.016847,0.2261017149610064,0.23814285714285713,0.1446480226022156,280000000.0,0.0382232628762722,198.37838745117188,0.40848214285714285
text_bow,twenty_newsgroups_reproduction,text,text,rp,50,24531,0.018002,0.26541197568026326,0.45357142857142857,0.17935929068848633,560000000.0,0.019173787906765938,99.51177978515625,0.4375
text_bow,twenty_newsgroups_reproduction,text,text,rp,100,24531,0.023445,0.30642474058904623,0.5801428571428572,0.2512024372748567,1120000000.0,0.009729098528623581,50.49393081665039,0.5357142857142857
text_bow,twenty_newsgroups_reproduction,text,text,rp,200,24531,0.036253,0.33493333951296733,0.5365714285714286,0.3574836142467359,2240000000.0,0.00480916490778327,24.95952033996582,0.6473214285714286
text_bow,twenty_newsgroups_reproduction,text,text,rp,400,24531,0.06114,0.35812061707003856,0.5014285714285714,0.4494844562199707,4480000000.0,0.0024255989119410515,12.588836669921875,0.7589285714285714
text_bow,twenty_newsgroups_reproduction,text,text,rp,700,24531,0.09443,0.42568459629278727,0.49299999999999994,0.6403146393349998,7840000000.0,0.001379717024974525,7.1607184410095215,0.7700892857142857
text_bow,twenty_newsgroups_reproduction,text,text,srp,10,24531,0.027402,0.10549550658535745,0.01757142857142857,0.07802359959694886,112000000.0,0.10210093855857849,529.9028930664062,0.3169642857142857
text_bow,twenty_newsgroups_reproduction,text,text,srp,25,24531,0.027074,0.14973617525418817,0.06328571428571429,0.14913869284905937,280000000.0,0.03619534522294998,187.853515625,0.41294642857142855
text_bow,twenty_newsgroups_reproduction,text,text,srp,50,24531,0.029834,0.1930030851749854,0.2777142857142857,0.1525541152541935,560000000.0,0.019912129268050194,103.34376525878906,0.5066964285714286
text_bow,twenty_newsgroups_reproduction,text,text,srp,100,24531,0.034266,0.2244984339230079,0.40099999999999997,0.26694795427646234,1120000000.0,0.009226148016750813,47.88362503051758,0.5535714285714286
text_bow,twenty_newsgroups_reproduction,text,text,srp,200,24531,0.047293,0.3222322285120488,0.49142857142857144,0.36921115411716043,2240000000.0,0.00487397750839591,25.2958984375,0.6361607142857143
text_bow,twenty_newsgroups_reproduction,text,text,srp,400,24531,0.066295,0.2928487722856177,0.49785714285714283,0.45172284930259865,4480000000.0,0.002422104822471738,12.570701599121094,0.7455357142857143
text_bow,twenty_newsgroups_reproduction,text,text,srp,700,24531,0.096807,0.3331749732705813,0.6242857142857143,0.5899947465087169,7840000000.0,0.0013806945644319057,7.165791988372803,0.8214285714285714
text_bow,twenty_newsgroups_reproduction,text,text,pca,10,24531,0.063871,0.02026041996992495,0.037,0.2839046400151561,112000000.0,0.00018030284263659269,0.9357700943946838,0.8660714285714286
text_bow,twenty_newsgroups_reproduction,text,text,pca,25,24531,0.083059,0.08642169472903043,0.07242857142857144,0.40643597910252155,280000000.0,0.00017315344302915037,0.8986647129058838,0.8816964285714286
text_bow,twenty_newsgroups_reproduction,text,text,pca,50,24531,0.100574,0.10699106173491849,0.0832857142857143,0.47010692161727563,560000000.0,0.00016351933300029486,0.8486638069152832,0.8950892857142857
text_bow,twenty_newsgroups_reproduction,text,text,pca,100,24531,0.140419,0.14856216565717456,0.223,0.5823037462552316,1120000000.0,0.0001478507329011336,0.7673439383506775,0.875
text_bow,twenty_newsgroups_reproduction,text,text,pca,200,24531,0.234666,0.2521596253206284,0.3821428571428571,0.6564698613732459,2240000000.0,0.00012382095155771822,0.6426296234130859,0.8928571428571429
text_bow,twenty_newsgroups_reproduction,text,text,pca,400,24531,0.318779,0.3181297124556277,0.5014285714285714,0.6984705606944439,4480000000.0,9.019444405566901e-05,0.46810829639434814,0.9084821428571429
text_bow,twenty_newsgroups_reproduction,text,text,pca,700,24531,0.63958,0.4996652131040758,0.47928571428571426,0.582360869031806,7840000000.0,5.535572563530877e-05,0.28729569911956787,0.8794642857142857
text_bow,twenty_newsgroups_reproduction,text,text,dct,10,24531,0.053273,-0.10394935389675335,0.024857142857142855,0.24119153303055785,145600000.0,0.00019100416102446616,0.9913098216056824,0.375
text_bow,twenty_newsgroups_reproduction,text,text,dct,25,24531,0.052741,-0.011116580045461592,0.04228571428571429,0.28715411959469417,145600000.0,0.0001903191296150908,0.9877545237541199,0.46651785714285715
text_bow,twenty_newsgroups_reproduction,text,text,dct,50,24531,0.053614,0.10748763065205896,0.14057142857142857,0.35480737145146274,145600000.0,0.00018923352763522416,0.9821202754974365,0.5558035714285714
text_bow,twenty_newsgroups_reproduction,text,text,dct,100,24531,0.053699,0.1609099750550444,0.32471428571428573,0.3824332298870353,145600000.0,0.0001871556742116809,0.9713362455368042,0.6026785714285714
text_bow,twenty_newsgroups_reproduction,text,text,dct,200,24531,0.053869,0.18757470239245658,0.42685714285714277,0.47900982414409266,145600000.0,0.00018300632655154914,0.9498011469841003,0.71875
text_bow,twenty_newsgroups_reproduction,text,text,dct,400,24531,0.054644,0.22700121017946848,0.503,0.564093568664684,145600000.0,0.00017482512339483947,0.9073407649993896,0.7566964285714286
text_bow,twenty_newsgroups_reproduction,text,text,dct,700,24531,0.054659,0.28433309208993096,0.4522857142857143,0.6537500979651532,145600000.0,0.00016281729040201753,0.8450202345848083,0.8147321428571429
text_bow,twenty_newsgroups_reproduction,text,text,rp,10,24532,0.015004,0.21354097603940758,0.03971428571428571,0.09674193769339254,112000000.0,0.09373505413532257,486.48406982421875,0.359375
text_bow,twenty_newsgroups_reproduction,text,text,rp,25,24532,0.016935,0.22651882286759678,0.21900000000000003,0.13459345627455632,280000000.0,0.038586150854825974,200.2617645263672,0.4107142857142857
text_bow,twenty_newsgroups_reproduction,text,text,rp,50,24532,0.018226,0.29952332261404524,0.4992857142857143,0.21376744831370395,560000000.0,0.01955101639032364,101.46958923339844,0.41964285714285715
text_bow,twenty_newsgroups_reproduction,text,text,rp,100,24532,0.023351,0.2925732652522811,0.3927142857142857,0.2541777729620864,1120000000.0,0.009619145654141903,49.923274993896484,0.484375
text_bow,twenty_newsgroups_reproduction,text,text,rp,200,24532,0.035841,0.3374493773703886,0.48114285714285715,0.347460452899441,2240000000.0,0.004811739549040794,24.972883224487305,0.609375
text_bow,twenty_newsgroups_reproduction,text,text,rp,400,24532,0.061501,0.3511504300433146,0.45714285714285713,0.5154450665438268,4480000000.0,0.002406238578259945,12.488356590270996,0.7209821428571429
text_bow,twenty_newsgroups_reproduction,text,text,rp,700,24532,0.096389,0.40141402181696795,0.5967142857142858,0.5595612366244033,7840000000.0,0.0013685384765267372,7.1027021408081055,0.7477678571428571
text_bow,twenty_newsgroups_reproduction,text,text,srp,10,24532,0.027809,0.05613471021262482,0.015285714285714288,0.05700188765690689,112000000.0,0.09082435071468353,471.3775634765625,0.37723214285714285
text_bow,twenty_newsgroups_reproduction,text,text,srp,25,24532,0.027799,0.13132220168707837,0.07457142857142858,0.14262739500073135,280000000.0,0.038582026958465576,200.2403564453125,0.39732142857142855
text_bow,twenty_newsgroups_reproduction,text,text,srp,50,24532,0.030005,0.18744764241330383,0.3092857142857143,0.18468861417272445,560000000.0,0.020193757489323616,104.80541229248047,0.421875
text_bow,twenty_newsgroups_reproduction,text,text,srp,100,24532,0.034867,0.2436751850355324,0.44014285714285717,0.27599577734146324,1120000000.0,0.009103910066187382,47.24920654296875,0.5602678571428571
text_bow,twenty_newsgroups_reproduction,text,text,srp,200,24532,0.046358,0.2910242179312805,0.46285714285714286,0.38548652917527,2240000000.0,0.004992059897631407,25.90874481201172,0.6138392857142857
text_bow,twenty_newsgroups_reproduction,text,text,srp,400,24532,0.067172,0.32362855471246504,0.43885714285714295,0.49271259963163994,4480000000.0,0.002394118346273899,12.42545223236084,0.671875
text_bow,twenty_newsgroups_reproduction,text,text,srp,700,24532,0.097215,0.3165144340737511,0.40285714285714286,0.6238417139828522,7840000000.0,0.0013904678635299206,7.21651554107666,0.7879464285714286
text_bow,twenty_newsgroups_reproduction,text,text,pca,10,24532,0.069097,0.038900681688210585,0.03328571428571429,0.28148133468546893,112000000.0,0.00018031301442533731,0.9358228445053101,0.8638392857142857
text_bow,twenty_newsgroups_reproduction,text,text,pca,25,24532,0.085148,0.11086038303999166,0.059,0.4063873956727084,280000000.0,0.00017313138232566416,0.898550271987915,0.8571428571428571
text_bow,twenty_newsgroups_reproduction,text,text,pca,50,24532,0.098798,0.14142618371133678,0.14685714285714288,0.503741869371104,560000000.0,0.0001635303779039532,0.8487210869789124,0.8883928571428571
text_bow,twenty_newsgroups_reproduction,text,text,pca,100,24532,0.138183,0.15880162830852787,0.31514285714285717,0.6038040338157703,1120000000.0,0.00014788698172196746,0.7675320506095886,0.8861607142857143
text_bow,twenty_newsgroups_reproduction,text,text,pca,200,24532,0.274368,0.2672022103251381,0.4751428571428572,0.6524920923023866,2240000000.0,0.00012380861153360456,0.6425655484199524,0.9129464285714286
text_bow,twenty_newsgroups_reproduction,text,text,pca,400,24532,0.324383,0.346036134909165,0.5897142857142856,0.5993348977909976,4480000000.0,9.019835124490783e-05,0.46812859177589417,0.8861607142857143
text_bow,twenty_newsgroups_reproduction,text,text,pca,700,24532,0.655504,0.4924626857689911,0.545,0.733806298944417,7840000000.0,5.5350756156258285e-05,0.2872699201107025,0.90625
text_bow,twenty_newsgroups_reproduction,text,text,dct,10,24532,0.052953,-0.09925760933995889,0.029285714285714286,0.24446054361387246,145600000.0,0.00019100416102446616,0.9913098216056824,0.40401785714285715
text_bow,twenty_newsgroups_reproduction,text,text,dct,25,24532,0.053074,-0.022185176046387787,0.03328571428571429,0.26288841501262694,145600000.0,0.0001903191296150908,0.9877545237541199,0.49776785714285715
text_bow,twenty_newsgroups_reproduction,text,text,dct,50,24532,0.057532,0.08978279375462835,0.14514285714285713,0.3342744647984083,145600000.0,0.00018923352763522416,0.9821202754974365,0.5758928571428571
text_bow,twenty_newsgroups_reproduction,text,text,dct,100,24532,0.052872,0.18553585709087853,0.3281428571428571,0.38869551380903133,145600000.0,0.0001871556742116809,0.9713362455368042,0.6071428571428571
text_bow,twenty_newsgroups_reproduction,text,text,dct,200,24532,0.052989,0.1766597325294305,0.5225714285714286,0.4800276414132201,145600000.0,0.00018300632655154914,0.9498011469841003,0.7008928571428571
text_bow,twenty_newsgroups_reproduction,text,text,dct,400,24532,0.05331,0.24177665509803534,0.4997142857142857,0.5305529529880962,145600000.0,0.00017482512339483947,0.9073407649993896,0.7633928571428571
text_bow,twenty_newsgroups_reproduction,text,text,dct,700,24532,0.054028,0.2652327237020452,0.4417142857142858,0.6726263815862689,145600000.0,0.00016281729040201753,0.8450202345848083,0.796875
text_bow,twenty_newsgroups_reproduction,text,text,rp,10,24533,0.015247,0.16382439663192438,0.039428571428571424,0.07147309014775124,112000000.0,0.09392564743757248,487.4732360839844,0.34598214285714285
text_bow,twenty_newsgroups_reproduction,text,text,rp,25,24533,0.017432,0.23897614247126295,0.23442857142857143,0.15857981027020498,280000000.0,0.03859758749604225,200.32113647460938,0.44642857142857145
text_bow,twenty_newsgroups_reproduction,text,text,rp,50,24533,0.017275,0.27254156748291625,0.4382857142857142,0.2282365786284209,560000000.0,0.01907702349126339,99.00957489013672,0.45089285714285715
text_bow,twenty_newsgroups_reproduction,text,text,rp,100,24533,0.023832,0.30665728954108057,0.6315714285714286,0.2790988473052047,1120000000.0,0.009701449424028397,50.350433349609375,0.5133928571428571
text_bow,twenty_newsgroups_reproduction,text,text,rp,200,24533,0.036336,0.34080115211257195,0.49371428571428566,0.3593170524139799,2240000000.0,0.004811318591237068,24.9706974029541,0.6674107142857143
text_bow,twenty_newsgroups_reproduction,text,text,rp,400,24533,0.061067,0.38581571113582247,0.521,0.5303874161949855,4480000000.0,0.0024250224232673645,12.585843086242676,0.7477678571428571
text_bow,twenty_newsgroups_reproduction,text,text,rp,700,24533,0.09923,0.43701726420666115,0.46371428571428575,0.5816480522213906,7840000000.0,0.0013768629869446158,7.1459059715271,0.7455357142857143
text_bow,twenty_newsgroups_reproduction,text,text,srp,10,24533,0.027754,0.10962263423900012,0.03328571428571429,0.11783494247261864,112000000.0,0.08374548703432083,434.6383056640625,0.4017857142857143
text_bow,twenty_newsgroups_reproduction,text,text,srp,25,24533,0.026602,0.14083102595539587,0.10914285714285715,0.14236983275118656,280000000.0,0.04027722775936127,209.0384521484375,0.41517857142857145
text_bow,twenty_newsgroups_reproduction,text,text,srp,50,24533,0.029501,0.18113060254976635,0.24285714285714285,0.18363397549096602,560000000.0,0.019005868583917618,98.64027404785156,0.4263392857142857
text_bow,twenty_newsgroups_reproduction,text,text,srp,100,24533,0.034228,0.2837999774740828,0.5104285714285715,0.2560876130679096,1120000000.0,0.009290994144976139,48.22017288208008,0.5267857142857143
text_bow,twenty_newsgroups_reproduction,text,text,srp,200,24533,0.045588,0.2721765554485347,0.4537142857142857,0.35078547387311054,2240000000.0,0.004898845683783293,25.424962997436523,0.6361607142857143
text_bow,twenty_newsgroups_reproduction,text,text,srp,400,24533,0.067196,0.2846659240202833,0.5402857142857143,0.4180636941974679,4480000000.0,0.0024364376440644264,12.645089149475098,0.7455357142857143
text_bow,twenty_newsgroups_reproduction,text,text,srp,700,24533,0.098067,0.35576613119012623,0.5222857142857144,0.6709562120747843,7840000000.0,0.0013870111433789134,7.198575019836426,0.7700892857142857
text_bow,twenty_newsgroups_reproduction,text,text,pca,10,24533,0.065879,0.035672906541725426,0.04342857142857143,0.3181835551123087,112000000.0,0.00018029630882665515,0.9357361197471619,0.8928571428571429
text_bow,twenty_newsgroups_reproduction,text,text,pca,25,24533,0.081873,0.07645404084087754,0.06242857142857143,0.4135462651339384,280000000.0,0.00017316841694992036,0.8987424969673157,0.8705357142857143
text_bow,twenty_newsgroups_reproduction,text,text,pca,50,24533,0.097454,0.10392827865545679,0.09871428571428573,0.4643514888744126,560000000.0,0.00016352582315448672,0.8486975431442261,0.8883928571428571
text_bow,twenty_newsgroups_reproduction,text,text,pca,100,24533,0.136444,0.15616690607601122,0.29542857142857143,0.5839705044860548,1120000000.0,0.00014786836982239038,0.7674354910850525,0.9107142857142857
text_bow,twenty_newsgroups_reproduction,text,text,pca,200,24533,0.310424,0.2623338020919928,0.3995714285714286,0.6281778034480581,2240000000.0,0.00012381697888486087,0.6426090002059937,0.8861607142857143
text_bow,twenty_newsgroups_reproduction,text,text,pca,400,24533,0.332532,0.3467154278564639,0.4161428571428571,0.7273161596282837,4480000000.0,9.019558638101444e-05,0.4681142568588257,0.8973214285714286
text_bow,twenty_newsgroups_reproduction,text,text,pca,700,24533,0.654736,0.4831236390077274,0.514,0.6467677866996732,7840000000.0,5.534520823857747e-05,0.287241131067276,0.8883928571428571
text_bow,twenty_newsgroups_reproduction,text,text,dct,10,24533,0.053905,-0.11107749206734326,0.019285714285714285,0.21821477825140698,145600000.0,0.00019100416102446616,0.9913098216056824,0.375
text_bow,twenty_newsgroups_reproduction,text,text,dct,25,24533,0.053598,0.0062612239567617425,0.027571428571428566,0.30971904997677185,145600000.0,0.0001903191296150908,0.9877545237541199,0.49776785714285715
text_bow,twenty_newsgroups_reproduction,text,text,dct,50,24533,0.054337,0.13471102937064933,0.12657142857142858,0.3502398373024919,145600000.0,0.00018923352763522416,0.9821202754974365,0.4955357142857143
text_bow,twenty_newsgroups_reproduction,text,text,dct,100,24533,0.055231,0.16276470509234875,0.347,0.3955520781304172,145600000.0,0.0001871556742116809,0.9713362455368042,0.578125
text_bow,twenty_newsgroups_reproduction,text,text,dct,200,24533,0.053777,0.17699826974989183,0.4424285714285714,0.48812956404608354,145600000.0,0.00018300632655154914,0.9498011469841003,0.71875
text_bow,twenty_newsgroups_reproduction,text,text,dct,400,24533,0.054367,0.2508037525889727,0.5735714285714286,0.5770561426580814,145600000.0,0.00017482512339483947,0.9073407649993896,0.7566964285714286
text_bow,twenty_newsgroups_reproduction,text,text,dct,700,24533,0.055259,0.2597969455510324,0.4692857142857143,0.7080992988489667,145600000.0,0.00016281729040201753,0.8450202345848083,0.8080357142857143
